9.78227,1
11.7782,2
9.67455,4
9.07091,8
8.86773,16
9.29227,32
9.31318,64
9.37136,128
10.1986,256
9.42182,512
9.58773,1024
9.71182,2048
10.0609,4096
10.6691,8192
12.9764,16384
17.0345,32768
24.6868,65536
40.8773,131072
68.12,262144
120.96,524288
228.943,1048576
378.139,2097152
672.262,4194304
1285.97,8388608
2486.01,16777216
4796.58,33554432
9550.69,67108864
19089.2,134217728
